LOJA;DATA;COMPLEMENTO;SKU;QTDEMOVIMENTADA;VALOR
009;14/01/2025;1235393;999999992604062;1;"49,99"
009;14/01/2025;1235393;999999992448903;1;"169,99"
343;08/01/2025;1230937;999999992583818;1;"179,99"
343;08/01/2025;1230936;999999992523259;1;"399,99"
072;17/01/2025;1237308;999999992270308;1;"399,99"
034;21/01/2025;1239024;999999992501533;1;"79,99"
020;14/01/2025;1235181;999999992575048;1;"69,99"
003;08/01/2025;1232023;999999992282764;1;"79,99"
003;08/01/2025;1232023;999999992607879;1;"189,99"
211;10/01/2025;1233792;999999992581818;1;"109,99"
209;24/01/2025;1241651;999999992513743;1;"1399,99"
209;24/01/2025;1241651;999999992579091;1;"1399,99"
009;14/01/2025;1235396;999999992604971;1;"189,99"
317;15/01/2025;1235019;999999992377052;1;"59,99"
317;15/01/2025;1235019;999999992377377;1;"99,99"
317;16/01/2025;1235109;999999992621372;1;"129,99"
317;16/01/2025;1235109;999999992606588;1;"279,99"
317;16/01/2025;1235109;999999992230066;1;"149,99"
317;16/01/2025;1235109;999999992338655;1;"179,99"
317;16/01/2025;1235109;999999991593223;1;"79,99"
317;16/01/2025;1235109;999999991919969;1;"229,99"
317;16/01/2025;1235109;999999992027724;1;"179,99"
317;16/01/2025;1235109;999999992339529;1;"169,99"
317;16/01/2025;1235109;999999992339809;1;"179,99"
317;16/01/2025;1235109;999999992351361;1;"179,99"
317;16/01/2025;1235109;999999992460153;1;"179,99"
317;16/01/2025;1235109;999999992487816;1;"199,99"
317;16/01/2025;1235109;999999992526871;2;"199,99"
317;16/01/2025;1235109;999999992526895;1;"109,99"
317;16/01/2025;1235109;999999992532942;1;"149,99"
317;16/01/2025;1235109;999999992606570;1;
317;16/01/2025;1235115;999999992583736;1;"99,99"
317;16/01/2025;1235115;999999992583811;1;"179,99"
317;16/01/2025;1235115;999999992531673;1;"169,99"
317;16/01/2025;1235115;999999992027201;1;"129,99"
317;16/01/2025;1235115;999999992341273;1;"154,99"
317;16/01/2025;1235115;999999992347275;1;"69,99"
317;16/01/2025;1235115;999999992473811;1;"99,99"
317;16/01/2025;1235115;999999992514832;1;"69,99"
317;16/01/2025;1235115;999999992523043;1;"39,99"
317;16/01/2025;1235115;999999992523051;1;"39,99"
317;16/01/2025;1235115;999999992528429;1;"149,99"
317;16/01/2025;1235115;999999992531678;1;"169,99"
317;16/01/2025;1235115;999999992532432;1;"99,99"
317;16/01/2025;1235115;999999992583738;1;"99,99"
317;16/01/2025;1235115;999999992583772;1;"119,99"
317;16/01/2025;1235115;999999992583809;1;"179,99"
317;16/01/2025;1235115;999999992590114;1;"89,99"
317;16/01/2025;1235115;999999992590119;1;"79,99"
317;16/01/2025;1235115;999999992590135;1;"89,99"
317;16/01/2025;1235115;999999992590178;1;"99,99"
317;16/01/2025;1235115;999999992590196;1;"99,99"
317;16/01/2025;1235115;999999992590221;1;"99,99"
317;16/01/2025;1235115;999999992590227;1;"99,99"
317;16/01/2025;1235115;999999992590230;1;"99,99"
317;16/01/2025;1235115;999999992590239;1;"99,99"
317;16/01/2025;1235115;999999992590242;1;"99,99"
317;16/01/2025;1235115;999999992595089;1;"169,99"
317;16/01/2025;1235114;999999992371512;1;"199,99"
317;16/01/2025;1235114;999999992371682;1;"169,99"
317;16/01/2025;1235114;999999992532473;1;"299,99"
317;16/01/2025;1235114;999999992532475;3;"299,99"
317;16/01/2025;1235114;999999992532474;3;"299,99"
317;16/01/2025;1235114;999999992532469;1;"299,99"
317;16/01/2025;1235114;999999992532929;1;"349,99"
317;16/01/2025;1235114;999999992532930;2;"349,99"
317;16/01/2025;1235114;999999992371513;1;"199,99"
317;16/01/2025;1235114;999999992371686;1;"149,99"
317;16/01/2025;1235114;999999992460220;1;"149,99"
317;16/01/2025;1235114;999999992478857;1;"199,99"
317;16/01/2025;1235114;999999992481674;1;"169,99"
317;16/01/2025;1235114;999999992528333;2;"199,99"
317;16/01/2025;1235114;999999992528334;2;"199,99"
317;16/01/2025;1235114;999999992528347;1;"179,99"
317;16/01/2025;1235130;999999992473933;1;"79,99"
317;16/01/2025;1235130;999999992533057;1;"179,99"
317;16/01/2025;1235130;999999992533075;1;"179,99"
317;16/01/2025;1235130;999999992526796;1;"269,99"
317;16/01/2025;1235130;999999992527236;1;"99,99"
317;16/01/2025;1235130;999999992527259;1;"119,99"
317;16/01/2025;1235130;999999992533181;2;"179,99"
009;14/01/2025;1235406;999999992456086;1;"29,99"
009;14/01/2025;1235406;999999992456088;1;"29,99"
009;14/01/2025;1235405;999999992577419;2;"59,99"
009;14/01/2025;1235405;999999992577420;2;"59,99"
009;14/01/2025;1235405;999999992577421;2;"59,99"
009;14/01/2025;1235405;999999992577422;2;"59,99"
009;14/01/2025;1235405;999999992577423;1;"59,99"
009;14/01/2025;1235405;999999992577424;1;"59,99"
009;14/01/2025;1235405;999999992577418;1;"59,99"
009;14/01/2025;1235405;999999992577425;1;"59,99"
019;14/01/2025;1235354;999999992093647;1;"149,99"
019;14/01/2025;1235356;999999992536130;1;"129,99"
019;14/01/2025;1235356;999999992501518;1;"79,99"
317;15/01/2025;1235120;999999992533055;1;"199,99"
317;15/01/2025;1235125;999999992281624;1;"69,99"
317;15/01/2025;1235125;999999992513016;1;"69,99"
317;15/01/2025;1235125;999999992513017;1;"69,99"
127;15/01/2025;1235896;999999992099979;1;"279,99"
343;09/01/2025;1230929;999999992590114;3;"89,99"
343;09/01/2025;1230929;999999992505137;3;"99,99"
343;09/01/2025;1230929;999999992531211;1;"159,99"
343;09/01/2025;1230929;999999992570124;1;"229,99"
343;09/01/2025;1230929;999999992622954;1;"169,99"
343;09/01/2025;1230929;999999992531888;1;"229,99"
343;09/01/2025;1230929;999999992533475;2;"199,99"
343;09/01/2025;1230929;999999992630729;1;"109,99"
343;09/01/2025;1230929;999999992513071;1;"89,99"
343;09/01/2025;1230929;999999992513070;2;"89,99"
343;09/01/2025;1230929;999999992513075;1;"79,99"
343;09/01/2025;1230929;999999992541718;1;"109,99"
343;09/01/2025;1230929;999999992524916;1;"129,99"
343;09/01/2025;1230929;999999992630388;1;"199,99"
343;09/01/2025;1230929;999999992633410;1;"219,99"
343;09/01/2025;1230929;999999992574036;1;"89,99"
343;09/01/2025;1230929;999999992574090;1;"129,99"
343;09/01/2025;1230929;999999992595090;1;"169,99"
343;09/01/2025;1230929;999999992550629;1;"79,99"
343;09/01/2025;1230929;999999992590076;1;"89,99"
343;09/01/2025;1230929;999999992525016;1;"129,99"
343;09/01/2025;1230929;999999991922587;1;"129,99"
343;09/01/2025;1230929;999999991997915;1;"129,99"
343;09/01/2025;1230929;999999992341430;1;"119,99"
343;09/01/2025;1230929;999999992465330;1;"39,99"
343;09/01/2025;1230929;999999992486231;1;"229,99"
343;09/01/2025;1230929;999999992492529;1;"39,99"
343;09/01/2025;1230929;999999992505136;1;"99,99"
343;09/01/2025;1230929;999999992524847;1;"129,99"
343;09/01/2025;1230929;999999992524851;2;"229,99"
343;09/01/2025;1230929;999999992524911;1;"129,99"
343;09/01/2025;1230929;999999992525000;1;"129,99"
343;09/01/2025;1230929;999999992525015;1;"129,99"
343;09/01/2025;1230929;999999992527164;1;"99,99"
343;09/01/2025;1230929;999999992527399;1;"119,99"
343;09/01/2025;1230929;999999992527714;1;"149,99"
343;09/01/2025;1230929;999999992528166;1;"229,99"
343;09/01/2025;1230929;999999992531611;1;"149,99"
343;09/01/2025;1230929;999999992531671;1;"169,99"
343;09/01/2025;1230929;999999992531675;1;"169,99"
343;09/01/2025;1230929;999999992531733;1;"129,99"
343;09/01/2025;1230929;999999992531738;1;"149,99"
343;09/01/2025;1230929;999999992531739;1;"149,99"
343;09/01/2025;1230929;999999992531895;1;"149,99"
343;09/01/2025;1230929;999999992531907;1;"129,99"
343;09/01/2025;1230929;999999992531909;1;"129,99"
343;09/01/2025;1230929;999999992532230;1;"169,99"
343;09/01/2025;1230929;999999992532311;1;"129,99"
343;09/01/2025;1230929;999999992532330;1;"99,99"
343;09/01/2025;1230929;999999992532966;1;"99,99"
343;09/01/2025;1230929;999999992532999;1;"109,99"
343;09/01/2025;1230929;999999992533016;1;"179,99"
343;09/01/2025;1230929;999999992533143;1;"129,99"
343;09/01/2025;1230929;999999992533146;1;"119,99"
343;09/01/2025;1230929;999999992533199;1;"129,99"
343;09/01/2025;1230929;999999992533476;1;"199,99"
343;09/01/2025;1230929;999999992573859;1;"119,99"
343;09/01/2025;1230929;999999992574088;1;"129,99"
343;09/01/2025;1230929;999999992574150;1;"129,99"
343;09/01/2025;1230929;999999992574151;1;"129,99"
343;09/01/2025;1230929;999999992580645;1;"189,99"
419;22/01/2025;1240485;999999992365850;1;"99,99"
419;22/01/2025;1240485;999999992443087;1;"199,99"
419;22/01/2025;1240485;999999992349743;1;"399,99"
419;22/01/2025;1240485;999999992621612;1;"349,99"
343;07/01/2025;1230872;999999992472541;1;"199,99"
024;24/01/2025;1241888;999999992496431;1;"39,99"
343;09/01/2025;1230929;999999992580650;1;"189,99"
343;09/01/2025;1230929;999999992580676;1;"219,99"
343;09/01/2025;1230929;999999992580678;1;"219,99"
343;09/01/2025;1230929;999999992580680;1;"219,99"
343;09/01/2025;1230929;999999992580692;1;"199,99"
343;09/01/2025;1230929;999999992582654;1;"99,99"
343;09/01/2025;1230929;999999992582655;1;"99,99"
343;09/01/2025;1230929;999999992583740;1;"99,99"
343;09/01/2025;1230929;999999992583814;1;"169,99"
343;09/01/2025;1230929;999999992585810;1;"99,99"
343;09/01/2025;1230929;999999992590110;2;"79,99"
343;09/01/2025;1230929;999999992590112;1;"79,99"
343;09/01/2025;1230929;999999992590113;3;"89,99"
343;09/01/2025;1230929;999999992590203;1;"99,99"
343;09/01/2025;1230929;999999992595086;1;"169,99"
343;09/01/2025;1230929;999999992599567;1;"199,99"
343;09/01/2025;1230929;999999992600996;1;"129,99"
343;09/01/2025;1230929;999999992600998;1;"129,99"
343;09/01/2025;1230929;999999992601258;1;"149,99"
343;09/01/2025;1230929;999999992606518;1;"279,99"
343;09/01/2025;1230929;999999992624318;1;"179,99"
343;09/01/2025;1230929;999999992630382;2;"249,99"
343;09/01/2025;1230929;999999992630389;1;"199,99"
004;09/01/2025;1233009;999999992568344;1;"699,99"
224;22/01/2025;1240467;999999992576924;1;"279,99"
224;22/01/2025;1240454;999999992602509;1;"139,99"
343;07/01/2025;1230872;999999992278972;1;"299,99"
343;07/01/2025;1230872;999999992472854;1;"129,99"
343;07/01/2025;1230872;999999992617139;1;"349,99"
343;07/01/2025;1230872;999999992617140;1;"349,99"
127;13/01/2025;1234358;999999992445189;1;"149,99"
333;10/01/2025;1233760;999999992419244;1;"59,99"
333;10/01/2025;1233760;999999992441272;1;"59,99"
333;10/01/2025;1233760;999999992496190;1;"79,99"
333;10/01/2025;1233760;999999992621953;1;"79,99"
333;10/01/2025;1233760;999999992421707;5;"59,99"
333;10/01/2025;1233760;999999992491974;1;"129,99"
333;10/01/2025;1233760;999999992433347;1;"79,99"
333;10/01/2025;1233760;999999992504024;1;"69,99"
333;10/01/2025;1233760;999999992440151;1;"59,99"
333;10/01/2025;1233760;999999992042731;1;"149,99"
211;10/01/2025;1233827;999999992459784;1;"259,99"
024;24/01/2025;1241889;999999992439157;1;"49,99"
209;23/01/2025;1241221;999999992570150;1;"349,99"
209;23/01/2025;1241221;999999992570127;1;"299,99"
209;23/01/2025;1241221;999999992570118;1;"349,99"
209;23/01/2025;1241221;999999992533339;1;"149,99"
226;14/01/2025;1235033;999999992266173;1;"39,99"
317;14/01/2025;1235146;999999992418617;1;"29,99"
317;14/01/2025;1235146;999999991412241;1;"64,99"
317;14/01/2025;1235146;999999992439118;1;"119,99"
317;14/01/2025;1235146;999999992439133;1;"159,99"
317;14/01/2025;1235146;999999992610700;1;"48,99"
209;23/01/2025;1241221;999999992580692;1;"199,99"
209;23/01/2025;1241221;999999992543987;1;"179,99"
209;23/01/2025;1241221;999999992533714;1;"369,99"
209;23/01/2025;1241221;999999992337654;1;"99,99"
209;23/01/2025;1241221;999999992341272;1;"149,99"
209;23/01/2025;1241221;999999992466115;1;"149,99"
209;23/01/2025;1241221;999999992466116;1;"149,99"
209;23/01/2025;1241221;999999992513471;1;"179,99"
209;23/01/2025;1241221;999999992531884;1;"149,99"
209;23/01/2025;1241221;999999992533210;1;"129,99"
209;23/01/2025;1241221;999999992533715;1;"369,99"
209;23/01/2025;1241221;999999992556987;1;"199,99"
209;23/01/2025;1241221;999999992558907;1;"249,99"
209;23/01/2025;1241221;999999992559830;1;"149,99"
209;23/01/2025;1241221;999999992569217;1;"349,99"
209;23/01/2025;1241221;999999992580638;1;"189,99"
209;23/01/2025;1241221;999999992580641;1;"189,99"
209;23/01/2025;1241221;999999992582654;1;"129,99"
209;23/01/2025;1241221;999999992597030;1;"369,99"
209;23/01/2025;1241221;999999992623682;1;"119,99"
209;23/01/2025;1241221;999999992635527;1;"349,99"
023;24/01/2025;1241865;999999992318566;1;"27,99"
023;24/01/2025;1241865;999999992341164;1;"79,99"
023;24/01/2025;1241865;999999992341167;1;"79,99"
023;24/01/2025;1241865;999999991805627;1;"149,99"
023;24/01/2025;1241865;999999992507580;1;"12,99"
023;24/01/2025;1241865;999999992328838;1;"29,99"
023;24/01/2025;1241865;999999990892703;1;"9,99"
023;24/01/2025;1241865;999999991805647;2;"149,99"
023;24/01/2025;1241865;999999992320461;2;"9,99"
023;24/01/2025;1241865;999999992320462;2;"9,99"
023;24/01/2025;1241865;999999992111330;2;"19,99"
023;24/01/2025;1241865;999999992507581;1;"12,99"
075;17/01/2025;1237209;999999992584140;1;"89,99"
317;15/01/2025;1235060;999999992344739;1;"49,99"
317;15/01/2025;1235060;999999992490386;1;"99,99"
343;07/01/2025;1230839;999999992477506;1;"49,99"
343;07/01/2025;1230839;999999992477507;2;"49,99"
023;23/01/2025;1240976;999999992307178;1;"39,99"
023;23/01/2025;1240976;999999992451970;1;"79,99"
023;23/01/2025;1240976;999999992520559;1;"199,99"
317;14/01/2025;1235146;999999992526829;2;"149,99"
317;14/01/2025;1235137;999999991968574;1;"109,99"
317;14/01/2025;1235137;999999991968575;1;"119,99"
317;14/01/2025;1235144;999999992564691;1;"0,01"
317;14/01/2025;1235135;999999992466092;1;"49,99"
317;14/01/2025;1235135;999999992455028;1;"79,99"
317;14/01/2025;1235135;999999992466101;1;"49,99"
226;14/01/2025;1235017;999999992057282;1;"49,99"
061;14/01/2025;1234943;999999992077062;1;"79,99"
061;14/01/2025;1234943;999999992470205;1;"249,99"
061;14/01/2025;1234943;999999992288309;1;"69,99"
061;14/01/2025;1234943;999999992470209;1;"249,99"
317;15/01/2025;1235030;999999992537720;1;"69,99"
317;15/01/2025;1235030;999999992513787;1;"19,99"
317;15/01/2025;1235030;999999992613104;1;"69,99"
226;15/01/2025;1235776;999999992504045;1;"79,99"
226;15/01/2025;1235776;999999992504035;1;"79,99"
317;15/01/2025;1235060;999999992617130;1;"399,99"
317;15/01/2025;1235059;999999992494664;1;"79,99"
317;15/01/2025;1235020;999999992458625;1;"69,99"
003;08/01/2025;1232022;999999992629901;1;"499,99"
003;08/01/2025;1232022;999999992449811;1;"399,99"
003;08/01/2025;1232022;999999992574527;1;"499,99"
003;08/01/2025;1232022;999999992590603;1;"499,99"
333;10/01/2025;1232709;999999992526768;1;"349,99"
333;10/01/2025;1232709;999999992115410;1;"189,99"
333;10/01/2025;1232709;999999992338914;-1;"199,99"
333;10/01/2025;1232709;999999992341093;-1;"299,99"
333;10/01/2025;1232709;999999992484158;1;"299,99"
333;10/01/2025;1232709;999999992596744;1;"89,99"
045;20/01/2025;1238542;999999992536101;1;"179,99"
422;17/01/2025;1236007;999999992561422;1;"99,99"
422;17/01/2025;1236007;999999992564426;1;"249,99"
422;17/01/2025;1236007;999999992571770;1;"149,99"
117;08/01/2025;1232395;999999992584488;1;"299,99"
023;23/01/2025;1241406;999999991577566;1;"129,99"
023;23/01/2025;1241406;999999992525397;1;"139,99"
023;23/01/2025;1241409;999999992592188;1;"109,99"
023;23/01/2025;1241409;999999992629223;1;"79,99"
023;23/01/2025;1241409;999999992499456;1;"139,99"
063;16/01/2025;1236396;999999992114360;1;"79,99"
006;13/01/2025;1234262;999999992093640;1;"179,99"
006;13/01/2025;1234262;999999992441567;1;"99,99"
422;17/01/2025;1236018;999999991914391;1;"139,99"
065;21/01/2025;1238628;999999992538974;1;"129,99"
006;13/01/2025;1234252;999999991780692;1;"319,99"
022;16/01/2025;1236538;999999992574343;1;"179,99"
063;16/01/2025;1236406;999999992536659;1;"329,99"
422;16/01/2025;1236065;999999992440878;1;"44,99"
422;16/01/2025;1236065;999999992071990;2;"39,99"
422;16/01/2025;1236065;999999991981750;1;"44,99"
422;16/01/2025;1236065;999999992577208;5;"29,99"
422;16/01/2025;1236065;999999992577209;2;"29,99"
422;16/01/2025;1236065;999999992577213;1;"24,99"
422;16/01/2025;1236065;999999992320311;1;"14,99"
422;16/01/2025;1236065;999999992573239;1;"8,99"
422;16/01/2025;1236065;999999992484103;1;"34,99"
422;16/01/2025;1236065;999999992498183;5;"24,99"
422;16/01/2025;1236065;999999992498182;1;"24,99"
422;16/01/2025;1236065;999999992526230;1;"49,99"
422;16/01/2025;1236065;999999992425067;1;"32,99"
422;16/01/2025;1236065;999999992320361;1;"14,99"
422;16/01/2025;1236065;999999992509025;1;"29,99"
422;16/01/2025;1236065;999999992320480;1;"14,99"
422;16/01/2025;1236065;999999992242557;1;"7,99"
422;16/01/2025;1236065;999999992320370;1;"14,99"
422;16/01/2025;1236065;999999992320462;1;"9,99"
422;16/01/2025;1236065;999999992320328;2;"14,99"
422;16/01/2025;1236065;999999992629589;1;"34,99"
422;16/01/2025;1236065;999999992071991;1;"39,99"
422;16/01/2025;1236065;999999992072103;3;"39,99"
422;16/01/2025;1236065;999999992102859;1;"24,99"
422;16/01/2025;1236065;999999992187283;2;"22,99"
422;16/01/2025;1236065;999999992288830;-2;"6,99"
422;16/01/2025;1236065;999999992320463;1;"9,99"
422;16/01/2025;1236065;999999992320465;1;"9,99"
422;16/01/2025;1236065;999999992496496;1;"19,99"
422;17/01/2025;1236061;999999992621614;1;"349,99"
422;17/01/2025;1236061;999999992461019;1;"99,99"
422;17/01/2025;1236061;999999992460178;1;"189,99"
422;17/01/2025;1236061;999999992501080;1;"199,99"
422;17/01/2025;1236020;999999992600270;1;"289,99"
422;17/01/2025;1236020;999999992588333;1;"199,99"
422;17/01/2025;1236020;999999992538285;1;"199,99"
422;17/01/2025;1236020;999999992539672;1;"179,99"
422;17/01/2025;1236020;999999992591782;1;"199,99"
422;17/01/2025;1236016;999999992446986;1;"49,99"
422;17/01/2025;1236016;999999992434624;1;"19,99"
422;17/01/2025;1236016;999999992447924;1;"39,99"
422;17/01/2025;1236016;999999992528606;1;"39,99"
422;17/01/2025;1236064;999999992459884;1;"299,99"
422;17/01/2025;1236064;999999992093249;1;"99,99"
224;22/01/2025;1240455;999999992494551;1;"169,99"
224;22/01/2025;1240455;999999992593434;1;"159,99"
333;13/01/2025;1232654;999999992586009;1;"219,99"
343;06/01/2025;1231315;999999992633384;1;"379,99"
343;06/01/2025;1231315;999999992487200;1;"99,99"
343;06/01/2025;1231315;999999992487201;1;"69,99"
343;06/01/2025;1231315;999999992632635;1;"109,99"
343;06/01/2025;1231315;999999992596744;1;"99,99"
343;06/01/2025;1231315;999999992599573;1;"219,99"
343;06/01/2025;1231315;999999992533603;1;"199,99"
343;06/01/2025;1231315;999999992624063;1;"259,99"
343;06/01/2025;1231315;999999992504718;1;"349,99"
343;06/01/2025;1231315;999999992595602;1;"79,99"
343;06/01/2025;1231315;999999992094712;1;"229,99"
343;06/01/2025;1231315;999999992202556;1;"499,99"
343;06/01/2025;1231315;999999992329996;1;"99,99"
343;06/01/2025;1231315;999999992531811;1;"149,99"
343;06/01/2025;1231315;999999992585332;1;"399,99"
422;17/01/2025;1236012;999999992632042;1;"79,99"
422;17/01/2025;1236031;999999992418631;1;"59,99"
422;17/01/2025;1236032;999999992045420;1;"39,99"
226;13/01/2025;1234301;999999992461382;1;"139,99"
201;16/01/2025;1236467;999999991686816;1;"59,99"
201;16/01/2025;1236480;999999992459270;1;"79,99"
201;16/01/2025;1236480;999999992508217;1;"59,99"
201;16/01/2025;1236480;999999992581705;1;"129,99"
201;16/01/2025;1236464;999999991566958;1;"39,99"
201;16/01/2025;1236464;999999992573777;1;"59,99"
338;23/01/2025;1241358;999999992480659;1;"149,99"
338;23/01/2025;1241358;999999992607402;1;"379,99"
333;14/01/2025;1235282;999999992065801;1;"49,99"
333;14/01/2025;1235282;999999992494436;1;"7,99"
333;14/01/2025;1235282;999999992494432;2;"7,99"
333;14/01/2025;1235282;999999992494433;1;"7,99"
333;14/01/2025;1235282;999999992494414;1;"7,99"
333;14/01/2025;1235282;999999992494420;3;"7,99"
333;14/01/2025;1235282;999999992494416;2;"7,99"
333;14/01/2025;1235282;999999992494417;1;"7,99"
333;14/01/2025;1235282;999999992494248;1;"7,99"
333;14/01/2025;1235282;999999992494246;3;"7,99"
333;14/01/2025;1235282;999999992494242;1;"7,99"
333;14/01/2025;1235282;999999992494240;1;"7,99"
333;14/01/2025;1235282;999999992495773;1;"29,99"
333;14/01/2025;1235282;999999992023246;1;"7,99"
333;14/01/2025;1235282;999999992023244;2;"7,99"
333;14/01/2025;1235282;999999992493770;1;"9,99"
333;14/01/2025;1235282;999999992503213;1;"49,99"
333;14/01/2025;1235282;999999992512729;1;"49,99"
333;14/01/2025;1235282;999999992574513;1;"69,99"
317;14/01/2025;1235134;999999992514843;1;"49,99"
317;14/01/2025;1235134;999999992514844;1;"49,99"
317;14/01/2025;1235134;999999992320361;1;"14,99"
317;14/01/2025;1235134;999999991504736;2;"9,99"
317;14/01/2025;1235134;999999992457280;1;"29,99"
317;14/01/2025;1235134;999999992577626;1;"29,99"
317;14/01/2025;1235134;999999992519263;5;"39,99"
317;14/01/2025;1235134;999999991981750;2;"44,99"
317;14/01/2025;1235134;999999992415935;1;"59,99"
317;14/01/2025;1235134;999999992526776;1;"69,99"
317;14/01/2025;1235134;999999992072103;3;"39,99"
317;14/01/2025;1235134;999999992187281;2;"22,99"
317;14/01/2025;1235134;999999992200171;1;"29,99"
317;14/01/2025;1235134;999999992288830;1;"5,99"
317;14/01/2025;1235134;999999992317910;1;"39,99"
061;14/01/2025;1234854;999999992288606;1;"129,99"
109;24/01/2025;1241754;999999992491286;1;"39,99"
109;24/01/2025;1241754;999999992526785;1;"44,99"
109;24/01/2025;1241754;999999991688875;1;"39,99"
215;09/01/2025;1233310;999999992610091;1;"29,99"
215;09/01/2025;1233310;999999992498178;1;"19,99"
215;09/01/2025;1233310;999999992217725;1;"29,99"
215;09/01/2025;1233310;999999992328835;1;"14,99"
215;09/01/2025;1233310;999999992567431;1;"39,99"
215;09/01/2025;1233310;999999991805627;1;"149,99"
215;09/01/2025;1233310;999999992567432;1;"39,99"
049;15/01/2025;1235838;999999992621115;1;"89,99"
333;14/01/2025;1232636;999999992446214;1;"69,99"
333;14/01/2025;1232636;999999992420720;1;"39,99"
333;14/01/2025;1232636;999999992439860;1;"69,99"
333;14/01/2025;1232636;999999992533762;1;"79,99"
333;14/01/2025;1232636;999999992300421;1;"69,99"
333;14/01/2025;1232636;999999992290137;1;"189,99"
333;14/01/2025;1232636;999999992344112;1;"69,99"
333;14/01/2025;1232636;999999992446221;1;"69,99"
333;14/01/2025;1232636;999999992533756;1;"139,99"
333;14/01/2025;1232636;999999992563827;1;"179,99"
333;14/01/2025;1232636;999999992588339;1;"199,99"
333;14/01/2025;1232636;999999992591773;1;"219,99"
333;14/01/2025;1232636;999999992595318;1;"269,99"
019;14/01/2025;1235204;999999992349743;1;"399,99"
019;14/01/2025;1235204;999999992100429;1;"179,99"
019;14/01/2025;1235204;999999992341613;1;"399,99"
019;14/01/2025;1235204;999999992352031;1;"229,99"
019;14/01/2025;1235204;999999992370207;1;"159,99"
058;15/01/2025;1235960;999999992570641;1;"349,99"
333;14/01/2025;1232669;999999991953699;1;"249,99"
333;14/01/2025;1232669;999999992461065;1;"99,99"
333;14/01/2025;1232669;999999992461071;1;"99,99"
333;14/01/2025;1232669;999999992550909;1;"899,99"
209;23/01/2025;1241195;999999992566993;1;"179,99"
209;23/01/2025;1241195;999999992577589;1;"169,99"
343;08/01/2025;1230930;999999992580706;1;"299,99"
343;08/01/2025;1230930;999999992594557;1;"299,99"
343;08/01/2025;1230930;999999992526925;1;"169,99"
343;08/01/2025;1230930;999999992526926;1;"169,99"
