LOJA;DATA;SKU;QTD_ANTIGA;QTDE_AJUSTE;TIPO_AJUSTE
020;17/05/2025;999999992653274;3;1;AJUSTE CONTAGEM ENTRADA
306;17/05/2025;999999992596164;3;1;AJUSTE CONTAGEM ENTRADA
122;17/05/2025;999999992648805;8;1;AJUSTE CONTAGEM ENTRADA
001;27/01/2025;999999992607357;1;1;ENTRADA NO ESTOQUE
001;13/01/2025;999999992607357;3;1;AJUSTE CONTAGEM SAIDA
343;07/02/2025;999999992607371;1;1;AJUSTE CONTAGEM SAIDA
020;17/05/2025;999999992664687;1;1;AJUSTE CONTAGEM ENTRADA
122;17/05/2025;999999992664693;0;1;AJUSTE CONTAGEM ENTRADA
343;08/01/2025;999999992607399;1;1;AJUSTE CONTAGEM SAIDA
301;20/01/2025;999999992607400;1;1;AJUSTE CONTAGEM SAIDA
113;17/05/2025;999999992644063;-1;1;AJUSTE CONTAGEM ENTRADA
348;13/01/2025;999999992607402;1;1;AJUSTE CONTAGEM SAIDA
317;16/05/2025;999999992607422;1;1;AJUSTE CONTAGEM SAIDA
032;17/05/2025;999999992656605;0;1;AJUSTE CONTAGEM ENTRADA
447;06/01/2025;999999992605941;1;1;AJUSTE CONTAGEM SAIDA
306;08/04/2025;999999992605942;3;1;AJUSTE CONTAGEM SAIDA
122;17/05/2025;999999992645880;3;1;AJUSTE CONTAGEM ENTRADA
020;17/05/2025;999999992645882;0;1;AJUSTE CONTAGEM ENTRADA
441;06/02/2025;999999992605942;1;1;AJUSTE CONTAGEM SAIDA
318;17/01/2025;999999992605943;1;1;AJUSTE CONTAGEM SAIDA
003;17/05/2025;999999992651790;0;1;AJUSTE CONTAGEM ENTRADA
001;17/05/2025;999999992607240;6;1;AJUSTE CONTAGEM ENTRADA
352;12/03/2025;999999992605945;-1;1;ENTRADA NO ESTOQUE
038;17/05/2025;999999992662421;0;1;AJUSTE CONTAGEM ENTRADA
600;29/04/2025;999999992606013;1;1;AJUSTE CONTAGEM SAIDA
017;23/01/2025;999999992606016;0;1;ENTRADA NO ESTOQUE
355;17/05/2025;999999992611859;0;1;AJUSTE CONTAGEM ENTRADA
038;17/05/2025;999999992654524;2;1;AJUSTE CONTAGEM ENTRADA
306;17/05/2025;999999992621960;0;1;AJUSTE CONTAGEM ENTRADA
124;10/01/2025;999999992606041;4;4;AJUSTE CONTAGEM SAIDA
124;10/01/2025;999999992606042;4;4;AJUSTE CONTAGEM SAIDA
124;10/01/2025;999999992606043;8;8;AJUSTE CONTAGEM SAIDA
124;10/01/2025;999999992606044;8;8;AJUSTE CONTAGEM SAIDA
502;07/03/2025;999999992606045;1;1;SA?DA DO ESTOQUE
124;10/01/2025;999999992606045;12;12;AJUSTE CONTAGEM SAIDA
363;17/05/2025;999999992607809;0;1;AJUSTE CONTAGEM ENTRADA
124;10/01/2025;999999992606046;12;12;AJUSTE CONTAGEM SAIDA
124;10/01/2025;999999992606047;12;12;AJUSTE CONTAGEM SAIDA
122;17/05/2025;999999992656937;1;1;AJUSTE CONTAGEM ENTRADA
020;17/05/2025;999999992656938;0;1;AJUSTE CONTAGEM ENTRADA
020;17/05/2025;999999992657246;0;1;AJUSTE CONTAGEM ENTRADA
122;17/05/2025;999999992657248;0;1;AJUSTE CONTAGEM ENTRADA
020;17/05/2025;999999992657254;2;1;AJUSTE CONTAGEM ENTRADA
124;17/02/2025;999999992606054;12;1;AJUSTE CONTAGEM SAIDA
037;17/05/2025;999999992655786;0;1;AJUSTE CONTAGEM ENTRADA
020;17/05/2025;999999992664262;0;1;AJUSTE CONTAGEM ENTRADA
124;10/01/2025;999999992606059;9;9;AJUSTE CONTAGEM SAIDA
124;10/01/2025;999999992606060;9;9;AJUSTE CONTAGEM SAIDA
124;10/01/2025;999999992606061;9;9;AJUSTE CONTAGEM SAIDA
124;10/01/2025;999999992606062;9;9;AJUSTE CONTAGEM SAIDA
124;10/01/2025;999999992606063;18;18;AJUSTE CONTAGEM SAIDA
502;07/03/2025;999999992606064;1;1;SA?DA DO ESTOQUE
122;17/05/2025;999999992664263;2;1;AJUSTE CONTAGEM ENTRADA
124;10/01/2025;999999992606064;27;27;AJUSTE CONTAGEM SAIDA
124;10/01/2025;999999992606065;27;27;AJUSTE CONTAGEM SAIDA
124;05/06/2025;999999992606069;9;1;AJUSTE CONTAGEM SAIDA
020;17/05/2025;999999992632234;0;1;AJUSTE CONTAGEM ENTRADA
122;17/05/2025;999999992632235;0;1;AJUSTE CONTAGEM ENTRADA
122;18/05/2025;999999992106296;2;1;AJUSTE CONTAGEM ENTRADA
020;18/05/2025;999999992106297;0;1;AJUSTE CONTAGEM ENTRADA
020;18/05/2025;999999992300423;0;1;AJUSTE CONTAGEM ENTRADA
122;18/05/2025;999999992300424;10;1;AJUSTE CONTAGEM ENTRADA
124;17/02/2025;999999992606074;26;1;AJUSTE CONTAGEM SAIDA
124;04/02/2025;999999992606074;25;1;ENTRADA NO ESTOQUE
343;18/05/2025;999999992341156;2;2;AJUSTE CONTAGEM ENTRADA
020;18/05/2025;999999992349742;0;1;AJUSTE CONTAGEM ENTRADA
318;13/01/2025;999999992606141;0;1;ENTRADA NO ESTOQUE
020;18/05/2025;999999992351944;5;1;AJUSTE CONTAGEM ENTRADA
127;07/04/2025;999999992606199;1;1;AJUSTE CONTAGEM SAIDA
204;04/04/2025;999999992606199;0;1;ENTRADA NO ESTOQUE
006;09/01/2025;999999992606199;1;1;AJUSTE CONTAGEM SAIDA
003;25/01/2025;999999992606199;1;1;AJUSTE CONTAGEM SAIDA
004;13/01/2025;999999992606199;1;1;AJUSTE CONTAGEM SAIDA
122;18/05/2025;999999992351946;0;1;AJUSTE CONTAGEM ENTRADA
343;18/05/2025;999999992442065;20;1;AJUSTE CONTAGEM ENTRADA
122;03/01/2025;999999992606202;1;1;AJUSTE CONTAGEM SAIDA
343;18/05/2025;999999992442087;27;2;AJUSTE CONTAGEM ENTRADA
016;02/01/2025;999999992606206;1;1;AJUSTE CONTAGEM SAIDA
343;18/05/2025;999999992442087;29;1;AJUSTE CONTAGEM ENTRADA
020;18/05/2025;999999992452177;0;1;AJUSTE CONTAGEM ENTRADA
378;10/05/2025;999999992652616;1;1;AJUSTE CONTAGEM SAIDA
352;05/04/2025;999999992652616;2;1;AJUSTE CONTAGEM SAIDA
362;23/04/2025;999999992652629;3;1;AJUSTE CONTAGEM SAIDA
122;18/05/2025;999999992452178;1;1;AJUSTE CONTAGEM ENTRADA
343;18/05/2025;999999992455029;7;1;AJUSTE CONTAGEM ENTRADA
362;04/04/2025;999999992652630;2;1;AJUSTE CONTAGEM SAIDA
343;18/05/2025;999999992455029;6;1;AJUSTE CONTAGEM ENTRADA
032;18/05/2025;999999992638042;0;1;AJUSTE CONTAGEM ENTRADA
020;18/05/2025;999999992624617;0;1;AJUSTE CONTAGEM ENTRADA
020;18/05/2025;999999992643282;0;1;AJUSTE CONTAGEM ENTRADA
343;14/05/2025;999999992652691;1;1;AJUSTE CONTAGEM SAIDA
301;15/05/2025;999999992652695;1;1;SA?DA DO ESTOQUE
382;16/05/2025;999999992652697;1;1;AJUSTE CONTAGEM SAIDA
122;18/05/2025;999999992643283;2;1;AJUSTE CONTAGEM ENTRADA
439;18/05/2025;999999992643305;0;1;AJUSTE CONTAGEM ENTRADA
016;10/04/2025;999999992652715;2;1;AJUSTE CONTAGEM SAIDA
364;18/05/2025;999999992596734;-1;1;AJUSTE CONTAGEM ENTRADA
008;28/03/2025;999999992652715;1;1;AJUSTE CONTAGEM SAIDA
364;18/05/2025;999999992637185;-1;1;AJUSTE CONTAGEM ENTRADA
006;18/06/2025;999999992652716;1;1;ENTRADA NO ESTOQUE
382;18/05/2025;999999992596160;0;1;AJUSTE CONTAGEM ENTRADA
126;23/05/2025;999999992652747;2;1;AJUSTE CONTAGEM SAIDA
440;18/05/2025;999999992659076;1;1;AJUSTE CONTAGEM ENTRADA
440;18/05/2025;999999992659078;1;1;AJUSTE CONTAGEM ENTRADA
440;18/05/2025;999999992659078;0;1;AJUSTE CONTAGEM ENTRADA
343;18/05/2025;999999992644094;2;1;AJUSTE CONTAGEM ENTRADA
323;18/05/2025;999999992652113;0;1;AJUSTE CONTAGEM ENTRADA
122;18/05/2025;999999992664360;0;1;AJUSTE CONTAGEM ENTRADA
122;18/05/2025;999999992651561;3;1;AJUSTE CONTAGEM ENTRADA
122;18/05/2025;999999992639674;2;1;AJUSTE CONTAGEM ENTRADA
020;18/05/2025;999999992639676;0;1;AJUSTE CONTAGEM ENTRADA
343;18/05/2025;999999992637599;0;2;AJUSTE CONTAGEM ENTRADA
020;18/05/2025;999999992664262;0;1;AJUSTE CONTAGEM ENTRADA
122;18/05/2025;999999992664264;1;1;AJUSTE CONTAGEM ENTRADA
048;19/05/2025;999999991491687;0;1;AJUSTE CONTAGEM ENTRADA
102;19/05/2025;999999991893069;37;1;AJUSTE CONTAGEM ENTRADA
118;19/05/2025;999999991985731;4;1;AJUSTE CONTAGEM ENTRADA
106;19/05/2025;999999992171544;1;1;AJUSTE CONTAGEM ENTRADA
349;19/05/2025;999999992276265;0;1;AJUSTE CONTAGEM ENTRADA
006;19/05/2025;999999992327045;0;1;AJUSTE CONTAGEM ENTRADA
003;22/04/2025;999999992652750;3;1;AJUSTE CONTAGEM SAIDA
122;19/05/2025;999999992342886;0;1;AJUSTE CONTAGEM ENTRADA
020;19/05/2025;999999992342887;1;1;AJUSTE CONTAGEM ENTRADA
118;19/05/2025;999999992347439;1;1;AJUSTE CONTAGEM ENTRADA
122;19/05/2025;999999992349743;-1;1;AJUSTE CONTAGEM ENTRADA
067;19/05/2025;999999992362688;2;1;AJUSTE CONTAGEM ENTRADA
423;19/05/2025;999999992367158;6;1;AJUSTE CONTAGEM ENTRADA
501;19/05/2025;999999992368467;0;1;AJUSTE CONTAGEM ENTRADA
500;19/05/2025;999999992373573;0;1;AJUSTE CONTAGEM ENTRADA
035;14/04/2025;999999992652762;0;1;ENTRADA NO ESTOQUE
035;14/04/2025;999999992652763;0;1;ENTRADA NO ESTOQUE
035;14/04/2025;999999992652764;0;1;ENTRADA NO ESTOQUE
035;14/04/2025;999999992652765;0;1;ENTRADA NO ESTOQUE
035;14/04/2025;999999992652766;0;1;ENTRADA NO ESTOQUE
020;13/03/2025;999999992652773;3;3;AJUSTE CONTAGEM SAIDA
020;13/03/2025;999999992652774;2;2;AJUSTE CONTAGEM SAIDA
035;14/04/2025;999999992652782;3;1;SA?DA DO ESTOQUE
035;14/04/2025;999999992652783;3;1;SA?DA DO ESTOQUE
035;14/04/2025;999999992652784;3;1;SA?DA DO ESTOQUE
035;14/04/2025;999999992652785;1;1;SA?DA DO ESTOQUE
417;25/03/2025;999999992617555;2;1;AJUSTE CONTAGEM SAIDA
318;19/05/2025;999999992379230;-1;1;AJUSTE CONTAGEM ENTRADA
431;20/03/2025;999999992617562;3;1;AJUSTE CONTAGEM SAIDA
414;19/05/2025;999999992418431;4;1;AJUSTE CONTAGEM ENTRADA
404;26/02/2025;999999992617572;2;1;ENTRADA NO ESTOQUE
417;25/03/2025;999999992617574;1;1;AJUSTE CONTAGEM SAIDA
028;19/05/2025;999999992441382;1;1;AJUSTE CONTAGEM ENTRADA
404;04/02/2025;999999992617580;6;1;AJUSTE CONTAGEM SAIDA
423;19/05/2025;999999992444649;1;1;AJUSTE CONTAGEM ENTRADA
417;27/01/2025;999999992617582;-1;1;ENTRADA NO ESTOQUE
422;25/04/2025;999999992617584;1;1;AJUSTE CONTAGEM SAIDA
076;19/05/2025;999999992444908;4;1;AJUSTE CONTAGEM ENTRADA
430;12/02/2025;999999992617587;2;1;AJUSTE CONTAGEM SAIDA
003;19/05/2025;999999992453620;0;1;AJUSTE CONTAGEM ENTRADA
430;12/02/2025;999999992617587;1;1;AJUSTE CONTAGEM SAIDA
006;19/05/2025;999999992460369;0;1;AJUSTE CONTAGEM ENTRADA
500;19/05/2025;999999992472107;0;1;AJUSTE CONTAGEM ENTRADA
430;12/02/2025;999999992617595;1;1;AJUSTE CONTAGEM SAIDA
434;19/05/2025;999999992484103;12;1;AJUSTE CONTAGEM ENTRADA
423;09/01/2025;999999992617596;1;1;AJUSTE CONTAGEM SAIDA
299;26/03/2025;999999992617604;1;1;SA?DA DO ESTOQUE
363;15/05/2025;999999992617634;2;1;AJUSTE CONTAGEM SAIDA
364;04/04/2025;999999992617634;1;1;AJUSTE CONTAGEM SAIDA
446;19/05/2025;999999992495617;1;1;AJUSTE CONTAGEM ENTRADA
404;04/02/2025;999999992617635;1;1;AJUSTE CONTAGEM SAIDA
367;21/02/2025;999999992617636;1;1;AJUSTE CONTAGEM SAIDA
446;19/05/2025;999999992495617;0;1;AJUSTE CONTAGEM ENTRADA
446;19/05/2025;999999992495618;0;1;AJUSTE CONTAGEM ENTRADA
020;19/05/2025;999999992495953;0;1;AJUSTE CONTAGEM ENTRADA
114;19/05/2025;999999992499231;0;1;AJUSTE CONTAGEM ENTRADA
382;15/03/2025;999999992617640;1;1;AJUSTE CONTAGEM SAIDA
333;14/01/2025;999999992617640;1;1;AJUSTE CONTAGEM SAIDA
500;19/05/2025;999999992502416;0;1;AJUSTE CONTAGEM ENTRADA
500;19/05/2025;999999992502419;2;1;AJUSTE CONTAGEM ENTRADA
500;19/05/2025;999999992502440;0;1;AJUSTE CONTAGEM ENTRADA
500;19/05/2025;999999992502441;0;1;AJUSTE CONTAGEM ENTRADA
500;19/05/2025;999999992502455;0;1;AJUSTE CONTAGEM ENTRADA
347;29/04/2025;999999992617643;3;2;AJUSTE CONTAGEM SAIDA
367;21/02/2025;999999992617643;2;1;AJUSTE CONTAGEM SAIDA
367;25/04/2025;999999992617644;1;1;AJUSTE CONTAGEM SAIDA
333;14/01/2025;999999992617644;1;1;AJUSTE CONTAGEM SAIDA
500;19/05/2025;999999992502851;1;1;AJUSTE CONTAGEM ENTRADA
367;21/02/2025;999999992617645;1;1;AJUSTE CONTAGEM SAIDA
502;19/05/2025;999999992502894;0;1;AJUSTE CONTAGEM ENTRADA
118;19/05/2025;999999992509481;3;1;AJUSTE CONTAGEM ENTRADA
339;06/03/2025;999999992617648;1;1;AJUSTE CONTAGEM SAIDA
333;19/05/2025;999999992517593;-1;1;AJUSTE CONTAGEM ENTRADA
318;26/02/2025;999999992617651;2;1;AJUSTE CONTAGEM SAIDA
318;19/05/2025;999999992518920;-1;1;AJUSTE CONTAGEM ENTRADA
382;27/05/2025;999999992617652;0;1;ENTRADA NO ESTOQUE
121;19/05/2025;999999992521357;0;1;AJUSTE CONTAGEM ENTRADA
306;03/04/2025;999999992617653;1;1;AJUSTE CONTAGEM SAIDA
347;29/04/2025;999999992617658;2;1;AJUSTE CONTAGEM SAIDA
302;03/03/2025;999999992617659;1;1;ENTRADA NO ESTOQUE
367;11/01/2025;999999992617660;2;1;AJUSTE CONTAGEM SAIDA
318;19/05/2025;999999992521628;-1;1;AJUSTE CONTAGEM ENTRADA
333;07/05/2025;999999992617662;1;1;AJUSTE CONTAGEM SAIDA
319;26/03/2025;999999992617683;0;1;ENTRADA NO ESTOQUE
367;20/02/2025;999999992617726;2;1;AJUSTE CONTAGEM SAIDA
382;15/05/2025;999999992617727;1;1;AJUSTE CONTAGEM SAIDA
432;19/05/2025;999999992524177;2;1;AJUSTE CONTAGEM ENTRADA
343;19/05/2025;999999992525725;-1;1;AJUSTE CONTAGEM ENTRADA
367;08/02/2025;999999992617728;1;1;AJUSTE CONTAGEM SAIDA
434;19/05/2025;999999992526825;2;1;AJUSTE CONTAGEM ENTRADA
212;06/03/2025;999999992617780;-1;1;ENTRADA NO ESTOQUE
063;17/01/2025;999999992617780;-1;1;ENTRADA NO ESTOQUE
353;19/05/2025;999999992527596;-1;1;AJUSTE CONTAGEM ENTRADA
004;28/01/2025;999999992617785;2;1;AJUSTE CONTAGEM SAIDA
032;31/01/2025;999999992639961;3;1;SA?DA DO ESTOQUE
010;05/03/2025;999999992639962;3;2;ENTRADA NO ESTOQUE
010;05/03/2025;999999992639963;0;1;ENTRADA NO ESTOQUE
006;16/06/2025;999999992639964;-1;1;ENTRADA NO ESTOQUE
120;19/05/2025;999999992529487;0;1;AJUSTE CONTAGEM ENTRADA
024;19/05/2025;999999992543533;2;1;AJUSTE CONTAGEM ENTRADA
010;24/03/2025;999999992639965;6;1;AJUSTE CONTAGEM SAIDA
122;27/04/2025;999999992639965;2;1;AJUSTE CONTAGEM SAIDA
208;07/04/2025;999999992639966;3;1;AJUSTE CONTAGEM SAIDA
043;02/05/2025;999999992639967;1;1;AJUSTE CONTAGEM SAIDA
006;19/05/2025;999999992553270;-1;1;AJUSTE CONTAGEM ENTRADA
010;17/03/2025;999999992639968;70;1;ENTRADA NO ESTOQUE
020;27/04/2025;999999992639969;1;1;AJUSTE CONTAGEM SAIDA
049;19/05/2025;999999992553589;0;1;AJUSTE CONTAGEM ENTRADA
020;19/05/2025;999999992560460;1;1;AJUSTE CONTAGEM ENTRADA
122;01/05/2025;999999992639980;1;1;AJUSTE CONTAGEM SAIDA
020;15/04/2025;999999992639980;1;1;AJUSTE CONTAGEM SAIDA
003;19/05/2025;999999992561475;2;1;AJUSTE CONTAGEM ENTRADA
016;19/05/2025;999999992562147;0;1;AJUSTE CONTAGEM ENTRADA
209;02/04/2025;999999992639981;3;1;AJUSTE CONTAGEM SAIDA
031;19/05/2025;999999992572661;1;1;AJUSTE CONTAGEM ENTRADA
020;28/04/2025;999999992639982;1;1;AJUSTE CONTAGEM SAIDA
434;19/05/2025;999999992573238;37;4;AJUSTE CONTAGEM ENTRADA
122;15/04/2025;999999992639983;1;1;AJUSTE CONTAGEM SAIDA
020;05/05/2025;999999992639984;2;1;AJUSTE CONTAGEM SAIDA
382;19/05/2025;999999992575678;0;1;AJUSTE CONTAGEM ENTRADA
122;28/04/2025;999999992639984;1;1;AJUSTE CONTAGEM SAIDA
006;19/05/2025;999999992576037;0;1;AJUSTE CONTAGEM ENTRADA
006;19/05/2025;999999992578142;0;1;AJUSTE CONTAGEM ENTRADA
118;19/05/2025;999999992578378;4;1;AJUSTE CONTAGEM ENTRADA
436;15/04/2025;999999992640034;1;1;AJUSTE CONTAGEM SAIDA
423;19/05/2025;999999992578635;3;1;AJUSTE CONTAGEM ENTRADA
434;19/05/2025;999999992585428;8;1;AJUSTE CONTAGEM ENTRADA
440;19/05/2025;999999992640038;2;1;AJUSTE CONTAGEM SAIDA
430;18/04/2025;999999992640038;1;1;AJUSTE CONTAGEM SAIDA
299;27/03/2025;999999992640059;2;2;SA?DA DO ESTOQUE
034;28/01/2025;999999992640059;-1;1;ENTRADA NO ESTOQUE
005;29/01/2025;999999992640079;3;1;AJUSTE CONTAGEM SAIDA
423;19/05/2025;999999992590633;3;1;AJUSTE CONTAGEM ENTRADA
343;14/02/2025;999999992640142;2;1;AJUSTE CONTAGEM SAIDA
318;19/05/2025;999999992637777;-1;1;AJUSTE CONTAGEM ENTRADA
090;30/04/2025;999999992666100;0;1;ENTRADA NO ESTOQUE
090;08/05/2025;999999992666101;0;2;ENTRADA NO ESTOQUE
090;30/04/2025;999999992666117;0;1;ENTRADA NO ESTOQUE
090;08/05/2025;999999992666118;0;1;ENTRADA NO ESTOQUE
296;28/05/2025;999999992666123;2;2;AJUSTE CONTAGEM SAIDA
122;19/05/2025;999999992637799;1;1;AJUSTE CONTAGEM ENTRADA
090;07/05/2025;999999992666133;0;1;ENTRADA NO ESTOQUE
090;30/04/2025;999999992666134;0;1;ENTRADA NO ESTOQUE
090;30/04/2025;999999992666146;0;1;ENTRADA NO ESTOQUE
090;08/05/2025;999999992666148;0;1;ENTRADA NO ESTOQUE
090;08/05/2025;999999992666150;0;1;ENTRADA NO ESTOQUE
102;19/05/2025;999999992637805;0;1;AJUSTE CONTAGEM ENTRADA
296;28/05/2025;999999992666165;1;1;AJUSTE CONTAGEM SAIDA
090;30/04/2025;999999992666166;0;1;ENTRADA NO ESTOQUE
090;30/04/2025;999999992666175;0;1;ENTRADA NO ESTOQUE
090;30/04/2025;999999992666182;0;1;ENTRADA NO ESTOQUE
090;30/04/2025;999999992666183;0;2;ENTRADA NO ESTOQUE
090;30/04/2025;999999992666192;0;1;ENTRADA NO ESTOQUE
090;30/04/2025;999999992666201;0;1;ENTRADA NO ESTOQUE
346;12/04/2025;999999992651435;2;1;AJUSTE CONTAGEM SAIDA
031;19/05/2025;999999992638043;2;1;AJUSTE CONTAGEM ENTRADA
349;19/05/2025;999999992615036;3;1;AJUSTE CONTAGEM ENTRADA
001;15/05/2025;999999992651455;0;1;ENTRADA NO ESTOQUE
106;19/05/2025;999999992651295;0;1;AJUSTE CONTAGEM ENTRADA
349;30/05/2025;999999992651533;-3;3;ENTRADA NO ESTOQUE
122;19/05/2025;999999992651336;3;1;AJUSTE CONTAGEM ENTRADA
421;06/06/2025;999999992651534;5;1;ENTRADA NO ESTOQUE
020;21/05/2025;999999992651551;2;1;AJUSTE CONTAGEM SAIDA
032;19/05/2025;999999992640677;2;1;AJUSTE CONTAGEM ENTRADA
120;19/05/2025;999999992659363;2;1;AJUSTE CONTAGEM ENTRADA
122;21/05/2025;999999992651553;3;1;AJUSTE CONTAGEM SAIDA
026;30/04/2025;999999992651553;0;1;ENTRADA NO ESTOQUE
020;19/05/2025;999999992659395;0;1;AJUSTE CONTAGEM ENTRADA
122;22/05/2025;999999992651554;1;1;AJUSTE CONTAGEM SAIDA
122;19/05/2025;999999992659397;-1;1;AJUSTE CONTAGEM ENTRADA
122;10/05/2025;999999992651555;3;1;AJUSTE CONTAGEM SAIDA
008;22/05/2025;999999992651555;2;1;SA?DA DO ESTOQUE
212;19/05/2025;999999992659403;2;1;AJUSTE CONTAGEM ENTRADA
020;22/05/2025;999999992651555;4;1;AJUSTE CONTAGEM SAIDA
212;19/05/2025;999999992659410;2;1;AJUSTE CONTAGEM ENTRADA
020;10/05/2025;999999992651556;2;1;AJUSTE CONTAGEM SAIDA
212;19/05/2025;999999992659418;0;1;AJUSTE CONTAGEM ENTRADA
209;19/05/2025;999999992651556;2;1;AJUSTE CONTAGEM SAIDA
020;20/05/2025;999999992651561;2;1;AJUSTE CONTAGEM SAIDA
020;19/05/2025;999999992659503;0;1;AJUSTE CONTAGEM ENTRADA
122;19/05/2025;999999992659504;1;1;AJUSTE CONTAGEM ENTRADA
122;18/05/2025;999999992651562;3;1;AJUSTE CONTAGEM SAIDA
003;03/04/2025;999999992651567;3;1;AJUSTE CONTAGEM SAIDA
003;03/04/2025;999999992651568;5;2;AJUSTE CONTAGEM SAIDA
006;19/05/2025;999999992647168;7;1;AJUSTE CONTAGEM ENTRADA
003;03/04/2025;999999992651569;10;4;AJUSTE CONTAGEM SAIDA
003;03/04/2025;999999992651570;9;4;AJUSTE CONTAGEM SAIDA
008;22/05/2025;999999992651571;4;1;ENTRADA NO ESTOQUE
114;12/06/2025;999999992651571;1;1;AJUSTE CONTAGEM SAIDA
016;19/05/2025;999999992647175;3;1;AJUSTE CONTAGEM ENTRADA
122;18/04/2025;999999992651571;2;1;AJUSTE CONTAGEM SAIDA
003;03/04/2025;999999992651571;6;2;AJUSTE CONTAGEM SAIDA
003;03/04/2025;999999992651572;3;1;AJUSTE CONTAGEM SAIDA
020;18/04/2025;999999992651573;1;1;AJUSTE CONTAGEM SAIDA
319;19/05/2025;999999992643296;1;1;AJUSTE CONTAGEM ENTRADA
003;03/04/2025;999999992651573;2;1;AJUSTE CONTAGEM SAIDA
020;19/05/2025;999999992658308;0;1;AJUSTE CONTAGEM ENTRADA
122;19/05/2025;999999992658309;2;1;AJUSTE CONTAGEM ENTRADA
427;19/05/2025;999999992593974;0;1;AJUSTE CONTAGEM ENTRADA
003;09/06/2025;999999992651576;1;1;AJUSTE CONTAGEM SAIDA
020;22/05/2025;999999992651576;2;1;AJUSTE CONTAGEM SAIDA
423;19/05/2025;999999992663495;-1;1;AJUSTE CONTAGEM ENTRADA
122;22/05/2025;999999992651577;2;1;AJUSTE CONTAGEM SAIDA
441;19/05/2025;999999992660678;2;1;AJUSTE CONTAGEM ENTRADA
028;19/05/2025;999999992647057;3;1;AJUSTE CONTAGEM ENTRADA
028;19/05/2025;999999992647058;0;1;AJUSTE CONTAGEM ENTRADA
219;18/06/2025;999999992651577;3;1;AJUSTE CONTAGEM SAIDA
352;19/05/2025;999999992659215;-1;1;AJUSTE CONTAGEM ENTRADA
053;05/05/2025;999999992651578;3;1;AJUSTE CONTAGEM SAIDA
125;16/05/2025;999999992651578;2;1;AJUSTE CONTAGEM SAIDA
111;06/06/2025;999999992651578;1;1;AJUSTE CONTAGEM SAIDA
318;19/05/2025;999999992595316;0;1;AJUSTE CONTAGEM ENTRADA
423;19/05/2025;999999992627574;3;1;AJUSTE CONTAGEM ENTRADA
020;19/05/2025;999999992667172;2;1;AJUSTE CONTAGEM ENTRADA
122;19/05/2025;999999992667173;0;1;AJUSTE CONTAGEM ENTRADA
075;19/05/2025;999999992591762;1;1;AJUSTE CONTAGEM ENTRADA
053;26/04/2025;999999992651580;1;1;AJUSTE CONTAGEM SAIDA
075;19/05/2025;999999992663988;1;1;AJUSTE CONTAGEM ENTRADA
020;19/05/2025;999999992660078;0;1;AJUSTE CONTAGEM ENTRADA
353;19/05/2025;999999992621722;-1;1;AJUSTE CONTAGEM ENTRADA
228;23/05/2025;999999992651585;2;1;AJUSTE CONTAGEM SAIDA
006;05/05/2025;999999992651588;-1;1;ENTRADA NO ESTOQUE
006;17/06/2025;999999992651588;3;1;SA?DA DO ESTOQUE
217;14/05/2025;999999992663643;3;1;AJUSTE CONTAGEM SAIDA
120;19/05/2025;999999992642411;0;1;AJUSTE CONTAGEM ENTRADA
122;19/05/2025;999999992660327;0;1;AJUSTE CONTAGEM ENTRADA
020;19/05/2025;999999992660329;2;1;AJUSTE CONTAGEM ENTRADA
209;16/05/2025;999999992663643;1;1;AJUSTE CONTAGEM SAIDA
349;19/05/2025;999999992630957;1;1;AJUSTE CONTAGEM ENTRADA
217;13/05/2025;999999992663644;2;1;AJUSTE CONTAGEM SAIDA
122;19/05/2025;999999992640317;1;1;AJUSTE CONTAGEM ENTRADA
217;23/05/2025;999999992663644;2;1;AJUSTE CONTAGEM SAIDA
217;13/05/2025;999999992663644;1;1;AJUSTE CONTAGEM SAIDA
109;19/05/2025;999999992608578;1;1;AJUSTE CONTAGEM ENTRADA
343;19/05/2025;999999992594791;-1;1;AJUSTE CONTAGEM ENTRADA
209;22/05/2025;999999992663645;2;1;AJUSTE CONTAGEM SAIDA
038;19/05/2025;999999992639284;1;1;AJUSTE CONTAGEM ENTRADA
209;21/05/2025;999999992663645;3;1;AJUSTE CONTAGEM SAIDA
209;20/05/2025;999999992663645;3;2;AJUSTE CONTAGEM SAIDA
428;19/05/2025;999999992635560;1;1;AJUSTE CONTAGEM ENTRADA
382;26/05/2025;999999992663647;0;1;ENTRADA NO ESTOQUE
382;14/05/2025;999999992663648;1;1;AJUSTE CONTAGEM SAIDA
424;19/05/2025;999999992628885;0;1;AJUSTE CONTAGEM ENTRADA
296;02/06/2025;999999992663673;1;1;AJUSTE CONTAGEM SAIDA
074;19/05/2025;999999992596588;1;1;AJUSTE CONTAGEM ENTRADA
120;19/05/2025;999999992596615;4;1;AJUSTE CONTAGEM ENTRADA
217;06/05/2025;999999992663674;7;1;AJUSTE CONTAGEM SAIDA
423;19/05/2025;999999992655550;3;1;AJUSTE CONTAGEM ENTRADA
101;19/05/2025;999999992663384;1;1;AJUSTE CONTAGEM ENTRADA
382;19/05/2025;999999992596161;0;1;AJUSTE CONTAGEM ENTRADA
296;02/06/2025;999999992663675;2;2;AJUSTE CONTAGEM SAIDA
301;06/06/2025;999999992663675;4;4;AJUSTE CONTAGEM SAIDA
