LOJA;DATA;COMPLEMENTO;SKU;QTDEMOVIMENTADA;VALOR
343;05/06/2025;1304169;999999992606668;4;"229,99"
343;05/06/2025;1304169;999999992043535;3;"149,99"
343;05/06/2025;1304169;999999992490472;1;"79,99"
343;05/06/2025;1304169;999999992524955;1;"149,99"
343;05/06/2025;1304169;999999992524961;1;"149,99"
343;05/06/2025;1304169;999999992524991;2;"199,99"
343;05/06/2025;1304169;999999992526897;1;"99,99"
343;05/06/2025;1304169;999999992528020;1;"229,99"
343;05/06/2025;1304169;999999992528022;2;"229,99"
343;05/06/2025;1304169;999999992532244;2;"179,99"
343;05/06/2025;1304169;999999992601689;3;"149,99"
343;05/06/2025;1304169;999999992601690;3;"149,99"
343;05/06/2025;1304169;999999992601697;1;"159,99"
343;05/06/2025;1304169;999999992621317;1;"149,99"
343;05/06/2025;1304169;999999992621318;1;"149,99"
343;05/06/2025;1304169;999999992624334;1;"199,99"
343;05/06/2025;1304169;999999992629077;1;"219,99"
343;05/06/2025;1304169;999999992629885;2;"179,99"
343;05/06/2025;1304169;999999992629886;1;"179,99"
343;05/06/2025;1304169;999999992630371;1;"259,99"
343;05/06/2025;1304169;999999992630373;1;"259,99"
343;05/06/2025;1304169;999999992635914;1;"149,99"
343;05/06/2025;1304169;999999992635916;2;"149,99"
343;05/06/2025;1304169;999999992636726;1;"89,99"
343;05/06/2025;1304169;999999992638401;1;"149,99"
343;05/06/2025;1304169;999999992638413;1;"149,99"
343;05/06/2025;1304169;999999992638539;1;"179,99"
343;05/06/2025;1304169;999999992638567;1;"249,99"
343;05/06/2025;1304169;999999992638568;4;"249,99"
343;05/06/2025;1304169;999999992638569;1;"249,99"
343;05/06/2025;1304169;999999992638570;2;"249,99"
343;05/06/2025;1304169;999999992638696;2;"179,99"
343;05/06/2025;1304169;999999992638697;1;"179,99"
343;05/06/2025;1304169;999999992638698;1;"179,99"
367;05/06/2025;1304516;999999992561213;1;"379,99"
124;04/06/2025;1303551;999999992523994;1;"69,99"
068;04/06/2025;1304021;999999992284772;1;"49,99"
124;05/06/2025;1304373;999999992574480;1;"39,99"
124;05/06/2025;1304373;999999991893069;1;"39,99"
124;05/06/2025;1304373;999999991801934;1;"39,99"
124;05/06/2025;1304373;999999991801935;1;"39,99"
124;05/06/2025;1304373;999999992522127;1;"16,99"
124;05/06/2025;1304373;999999992522126;2;"16,99"
124;05/06/2025;1304373;999999991899386;1;"9,99"
124;05/06/2025;1304373;999999992320461;1;"9,99"
124;05/06/2025;1304373;999999992346821;1;"149,99"
124;05/06/2025;1304373;999999992363463;1;"29,99"
124;05/06/2025;1304373;999999991419423;1;"39,99"
124;05/06/2025;1304373;999999992320370;1;"14,99"
367;06/06/2025;1304862;999999992531608;1;"499,99"
367;06/06/2025;1304862;999999992532728;1;"299,99"
367;06/06/2025;1304857;999999992637401;1;"369,99"
367;06/06/2025;1304857;999999992532197;1;"299,99"
421;06/06/2025;1304892;999999992481624;1;"39,99"
367;06/06/2025;1304854;999999992661393;1;"89,99"
367;06/06/2025;1304854;999999992637523;1;"119,99"
367;06/06/2025;1304856;999999992465333;2;"59,99"
367;06/06/2025;1304870;999999992661476;1;"129,99"
367;06/06/2025;1304874;999999992664034;1;"249,99"
127;05/06/2025;1304338;999999992589004;1;"229,99"
127;05/06/2025;1304338;999999992317957;1;"399,99"
127;05/06/2025;1304338;999999992481783;1;"299,99"
127;05/06/2025;1304338;999999992537431;1;"399,99"
127;05/06/2025;1304338;999999992547153;1;"219,99"
124;05/06/2025;1304725;999999990205230;1;50
124;05/06/2025;1304725;999999990299187;1;100
124;05/06/2025;1304725;999999990299981;1;100
124;05/06/2025;1304725;999999990836443;1;50
349;05/06/2025;1304551;999999992638411;1;"129,99"
349;05/06/2025;1304551;999999992637103;1;"149,99"
349;05/06/2025;1304551;999999992652607;1;"179,99"
349;05/06/2025;1304550;999999992526862;1;"199,99"
349;05/06/2025;1304550;999999992638569;1;"249,99"
349;05/06/2025;1304550;999999992533174;1;"199,99"
349;05/06/2025;1304550;999999992424905;1;"149,99"
349;05/06/2025;1304550;999999992341349;1;"179,99"
349;05/06/2025;1304550;999999992433960;1;"149,99"
349;05/06/2025;1304550;999999992465047;1;"129,99"
349;05/06/2025;1304550;999999992526863;1;"199,99"
349;05/06/2025;1304550;999999992533171;1;"199,99"
349;05/06/2025;1304550;999999992624332;2;"199,99"
211;02/06/2025;1302937;999999992595463;1;"179,99"
001;02/06/2025;1302847;999999992459425;1;"9,99"
001;02/06/2025;1302847;999999992466165;1;"59,99"
001;02/06/2025;1302847;999999992613889;1;"109,99"
001;02/06/2025;1302847;999999992641940;1;0
343;05/06/2025;1304170;999999992653620;1;"149,99"
343;05/06/2025;1304170;999999992624283;1;"149,99"
343;05/06/2025;1304170;999999992104946;1;"129,99"
343;05/06/2025;1304170;999999992486024;1;"129,99"
343;05/06/2025;1304170;999999992519029;1;"199,99"
343;05/06/2025;1304170;999999992574128;1;"129,99"
343;05/06/2025;1304170;999999992653637;2;"179,99"
343;05/06/2025;1304170;999999992659913;1;"89,99"
124;04/06/2025;1303568;999999992524859;1;"219,99"
124;04/06/2025;1303555;999999992524133;1;"149,99"
124;04/06/2025;1303554;999999992513078;1;"139,99"
367;06/06/2025;1304513;999999992579134;1;"479,99"
367;06/06/2025;1304513;999999992260096;1;"499,99"
367;06/06/2025;1304513;999999992421139;1;"49,99"
367;06/06/2025;1304513;999999992421150;1;"49,99"
367;06/06/2025;1304513;999999992436033;1;
367;06/06/2025;1304513;999999992448784;1;"299,99"
367;06/06/2025;1304513;999999992464333;1;"399,99"
367;06/06/2025;1304513;999999992573013;1;"219,99"
367;06/06/2025;1304513;999999992623913;1;"499,99"
421;06/06/2025;1305216;999999992645033;1;
421;06/06/2025;1305216;999999992652858;1;"159,99"
421;06/06/2025;1305217;999999992447109;1;"59,99"
421;06/06/2025;1305217;999999992642310;1;"89,99"
349;05/06/2025;1304558;999999992654157;1;"129,99"
349;05/06/2025;1304558;999999992654161;1;"129,99"
349;05/06/2025;1304558;999999992630729;1;"109,99"
349;05/06/2025;1304558;999999992637483;1;"119,99"
349;05/06/2025;1304558;999999992346735;1;"129,99"
349;05/06/2025;1304558;999999992346736;1;"129,99"
349;05/06/2025;1304558;999999992531896;1;"149,99"
349;05/06/2025;1304558;999999992573867;1;"89,99"
349;05/06/2025;1304558;999999992580649;1;"189,99"
349;05/06/2025;1304558;999999992599625;1;"179,99"
349;05/06/2025;1304558;999999992636708;1;"69,99"
349;05/06/2025;1304558;999999992637220;1;"149,99"
349;05/06/2025;1304558;999999992653838;1;"109,99"
349;05/06/2025;1304558;999999992654158;1;"129,99"
124;05/06/2025;1304371;999999992504064;1;"49,99"
124;05/06/2025;1304371;999999992551883;1;"129,99"
215;03/06/2025;1303196;999999992377661;1;"39,99"
215;03/06/2025;1303196;999999992118053;1;"39,99"
215;03/06/2025;1303196;999999992159019;1;"26,99"
215;03/06/2025;1303196;999999992159021;1;"9,99"
215;03/06/2025;1303196;999999992634633;1;"149,99"
215;03/06/2025;1303196;999999992263959;1;"19,99"
215;03/06/2025;1303196;999999992557900;1;"149,99"
215;03/06/2025;1303196;999999992236374;1;"26,99"
215;03/06/2025;1303196;999999992151940;1;"29,99"
215;03/06/2025;1303196;999999992288829;1;"7,99"
215;03/06/2025;1303196;999999992117851;1;"34,99"
215;03/06/2025;1303196;999999992445643;1;"9,99"
215;03/06/2025;1303196;999999992498182;1;"24,99"
343;05/06/2025;1304187;999999992612408;1;"149,99"
343;05/06/2025;1304187;999999992532213;1;"229,99"
343;05/06/2025;1304187;999999992621249;1;"149,99"
343;05/06/2025;1304187;999999992526815;1;"129,99"
343;05/06/2025;1304187;999999992621399;1;"149,99"
343;05/06/2025;1304187;999999992526813;1;"129,99"
343;05/06/2025;1304187;999999992533033;1;"199,99"
343;05/06/2025;1304187;999999992621250;1;"149,99"
343;05/06/2025;1304187;999999992633422;1;"229,99"
343;05/06/2025;1304172;999999992665722;1;"299,99"
343;05/06/2025;1304172;999999992661396;1;"339,99"
343;05/06/2025;1304172;999999992668110;1;"139,99"
343;05/06/2025;1304172;999999992353925;1;"299,99"
343;05/06/2025;1304172;999999992647665;1;"199,99"
343;05/06/2025;1304172;999999992651743;1;"299,99"
343;05/06/2025;1304172;999999992654627;1;"349,99"
349;05/06/2025;1304549;999999992657455;1;"599,99"
349;05/06/2025;1304557;999999992638560;1;"399,99"
349;05/06/2025;1304557;999999992532473;2;"279,99"
349;05/06/2025;1304557;999999992532474;2;"279,99"
349;05/06/2025;1304557;999999992532475;1;"279,99"
349;05/06/2025;1304557;999999992532928;1;"329,99"
349;05/06/2025;1304557;999999992656615;1;"99,99"
349;05/06/2025;1304575;999999992652712;1;"139,99"
349;05/06/2025;1304575;999999992435317;1;"99,99"
349;05/06/2025;1304575;999999992651765;1;"119,99"
349;05/06/2025;1304575;999999992651766;1;"119,99"
349;05/06/2025;1304575;999999992651767;1;"119,99"
224;04/06/2025;1303627;999999992091553;1;"79,99"
127;04/06/2025;1303515;999999992573769;1;"59,99"
127;05/06/2025;1304336;999999992588280;1;"199,99"
127;05/06/2025;1304341;999999992105454;1;"49,99"
127;05/06/2025;1304341;999999992313215;1;"169,99"
127;05/06/2025;1304341;999999992524384;1;"79,99"
127;05/06/2025;1304340;999999992535348;1;"249,99"
127;05/06/2025;1304340;999999991999132;1;"299,99"
127;05/06/2025;1304340;999999992069699;1;"99,99"
127;05/06/2025;1304340;999999992368424;1;"69,99"
127;05/06/2025;1304340;999999992452668;1;"79,99"
127;05/06/2025;1304340;999999992460669;1;"279,99"
127;05/06/2025;1304340;999999992466271;1;"499,99"
127;05/06/2025;1304340;999999992541917;1;"199,99"
124;05/06/2025;1304372;999999992630051;1;"179,99"
124;05/06/2025;1304372;999999992349791;1;"59,99"
022;06/06/2025;1304958;999999992309348;1;"99,99"
001;02/06/2025;1302837;999999992568153;1;"99,99"
001;02/06/2025;1302837;999999992549883;1;"239,99"
001;02/06/2025;1302837;999999992549884;1;"239,99"
003;06/06/2025;1305101;999999991307320;1;"20,99"
003;06/06/2025;1305097;999999992311790;1;"299,99"
211;02/06/2025;1302936;999999992642370;1;"219,99"
211;02/06/2025;1302936;999999991985732;1;"139,99"
211;02/06/2025;1302940;999999992591072;1;"99,99"
001;02/06/2025;1302845;999999992507278;1;"59,99"
001;02/06/2025;1302845;999999992280842;1;"29,99"
001;02/06/2025;1302845;999999992629198;1;"79,99"
211;02/06/2025;1302941;999999992640678;1;"249,99"
343;05/06/2025;1304175;999999992638728;1;"249,99"
343;05/06/2025;1304175;999999992629722;2;"179,99"
343;05/06/2025;1304175;999999992630744;1;"109,99"
343;05/06/2025;1304175;999999992524842;1;"129,99"
343;05/06/2025;1304175;999999992637484;1;"119,99"
343;05/06/2025;1304175;999999992633395;1;"219,99"
343;05/06/2025;1304175;999999992533002;1;"129,99"
343;05/06/2025;1304175;999999992652915;1;"139,99"
343;05/06/2025;1304175;999999992599627;1;"179,99"
343;05/06/2025;1304175;999999992601685;1;"149,99"
343;05/06/2025;1304175;999999992625303;1;"149,99"
343;05/06/2025;1304175;999999992638690;2;"249,99"
343;05/06/2025;1304175;999999992637210;1;"149,99"
343;05/06/2025;1304175;999999992606602;1;"349,99"
343;05/06/2025;1304175;999999991922588;1;"129,99"
343;05/06/2025;1304175;999999992637379;1;"249,99"
343;05/06/2025;1304175;999999992435081;1;"69,99"
343;05/06/2025;1304175;999999992513073;1;"89,99"
343;05/06/2025;1304175;999999992513076;1;"79,99"
343;05/06/2025;1304175;999999992524840;1;"129,99"
343;05/06/2025;1304175;999999992525007;1;"129,99"
343;05/06/2025;1304175;999999992527861;1;"109,99"
343;05/06/2025;1304175;999999992531110;1;"149,99"
343;05/06/2025;1304175;999999992531111;1;"149,99"
343;05/06/2025;1304175;999999992531890;1;"199,99"
343;05/06/2025;1304175;999999992531894;1;"149,99"
343;05/06/2025;1304175;999999992532223;1;"199,99"
343;05/06/2025;1304175;999999992533035;1;"179,99"
343;05/06/2025;1304175;999999992533037;1;"179,99"
343;05/06/2025;1304175;999999992533189;1;"179,99"
343;05/06/2025;1304175;999999992533201;1;"129,99"
343;05/06/2025;1304175;999999992573851;1;"139,99"
343;05/06/2025;1304175;999999992574091;1;"129,99"
343;05/06/2025;1304175;999999992583698;1;"169,99"
343;05/06/2025;1304175;999999992595090;1;"169,99"
343;05/06/2025;1304175;999999992596955;1;"69,99"
343;05/06/2025;1304175;999999992601258;1;"149,99"
343;05/06/2025;1304175;999999992606598;1;"349,99"
343;05/06/2025;1304175;999999992621284;1;"199,99"
343;05/06/2025;1304175;999999992629732;1;"179,99"
343;05/06/2025;1304175;999999992630378;1;"249,99"
343;05/06/2025;1304175;999999992630392;1;"199,99"
343;05/06/2025;1304175;999999992630749;1;"109,99"
343;05/06/2025;1304175;999999992630765;1;"119,99"
343;05/06/2025;1304175;999999992630769;1;"109,99"
343;05/06/2025;1304175;999999992631739;1;"99,99"
343;05/06/2025;1304175;999999992637212;1;"149,99"
343;05/06/2025;1304175;999999992637480;1;"119,99"
343;05/06/2025;1304175;999999992637489;2;"119,99"
343;05/06/2025;1304175;999999992638661;1;"179,99"
343;05/06/2025;1304175;999999992638675;1;"249,99"
343;05/06/2025;1304175;999999992638716;1;"249,99"
343;05/06/2025;1304175;999999992640095;3;"179,99"
343;05/06/2025;1304175;999999992640096;1;"179,99"
343;05/06/2025;1304175;999999992655565;1;"249,99"
343;05/06/2025;1304175;999999992658570;1;"179,99"
343;05/06/2025;1304175;999999992660453;1;"159,99"
124;04/06/2025;1303547;999999992524893;1;"199,99"
124;04/06/2025;1303556;999999992638559;1;"399,99"
124;05/06/2025;1304367;999999992124068;1;"129,99"
124;05/06/2025;1304367;999999992591762;1;"199,99"
124;05/06/2025;1304367;999999992538975;1;"129,99"
124;05/06/2025;1304367;999999992553250;1;"149,99"
124;05/06/2025;1304367;999999992573424;1;"149,99"
003;02/06/2025;1302828;999999992496294;1;"59,99"
003;02/06/2025;1302828;999999992596096;2;"69,99"
003;02/06/2025;1302828;999999992642809;1;"89,99"
004;02/06/2025;1302891;999999992499171;1;"109,99"
004;02/06/2025;1302886;999999992643417;1;"149,99"
367;05/06/2025;1304512;999999992655923;1;"999,99"
022;06/06/2025;1304978;999999992437040;1;"34,99"
022;06/06/2025;1304978;999999992025113;1;"39,99"
022;06/06/2025;1304978;999999992594680;1;"29,99"
001;02/06/2025;1302841;999999992553706;1;"79,99"
001;02/06/2025;1302841;999999992647907;1;"119,99"
001;02/06/2025;1302841;999999992647851;1;"89,99"
430;05/06/2025;1304679;999999992617117;1;"419,99"
430;05/06/2025;1304679;999999992645006;1;
430;05/06/2025;1304679;999999992651422;1;"349,99"
367;06/06/2025;1304855;999999992527670;1;"269,99"
367;06/06/2025;1304855;999999992666957;1;"289,99"
367;06/06/2025;1304855;999999992665018;1;"249,99"
367;06/06/2025;1304855;999999992292742;2;"399,99"
367;06/06/2025;1304855;999999992646826;1;"299,99"
367;06/06/2025;1304855;999999992647664;1;"199,99"
367;06/06/2025;1304855;999999992647665;1;"199,99"
367;06/06/2025;1304859;999999992669234;1;"329,99"
367;06/06/2025;1304859;999999992666963;1;"269,99"
367;06/06/2025;1304859;999999992638921;1;"249,99"
367;06/06/2025;1304859;999999992638931;1;"329,99"
367;06/06/2025;1304859;999999992527736;1;"299,99"
367;06/06/2025;1304859;999999992527737;1;"299,99"
367;06/06/2025;1304859;999999992581615;1;"149,99"
367;06/06/2025;1304859;999999992665122;1;"209,99"
068;04/06/2025;1304024;999999992642408;1;"189,99"
068;04/06/2025;1304024;999999992642411;3;"189,99"
068;04/06/2025;1304024;999999992642423;1;"189,99"
068;04/06/2025;1304024;999999992642424;2;"189,99"
068;04/06/2025;1304024;999999992642426;2;"189,99"
367;06/06/2025;1304868;999999992533044;1;"149,99"
367;06/06/2025;1304868;999999992506965;1;"79,99"
349;06/06/2025;1305008;999999992623344;1;"549,99"
343;05/06/2025;1304174;999999992653600;1;"399,99"
343;05/06/2025;1304174;999999992570126;1;"229,99"
343;05/06/2025;1304174;999999992644099;3;"399,99"
343;05/06/2025;1304174;999999992644098;1;"399,99"
343;05/06/2025;1304174;999999992638747;1;"349,99"
343;05/06/2025;1304174;999999992570134;1;"199,99"
343;05/06/2025;1304174;999999992532473;2;"279,99"
343;05/06/2025;1304174;999999992532474;1;"279,99"
343;05/06/2025;1304174;999999992532929;1;"329,99"
343;05/06/2025;1304174;999999992637401;1;"369,99"
343;05/06/2025;1304174;999999992637399;1;"369,99"
343;05/06/2025;1304174;999999992637398;1;"369,99"
343;05/06/2025;1304174;999999992637397;1;"369,99"
343;05/06/2025;1304174;999999992371681;1;"169,99"
343;05/06/2025;1304174;999999992496176;1;"69,99"
343;05/06/2025;1304174;999999992528315;1;"199,99"
343;05/06/2025;1304174;999999992532471;1;"279,99"
343;05/06/2025;1304174;999999992532477;1;"199,99"
349;06/06/2025;1304999;999999992625031;1;"109,99"
349;06/06/2025;1304999;999999992599773;1;"129,99"
349;06/06/2025;1304999;999999992516304;1;"199,99"
003;06/06/2025;1305096;999999991968580;1;"144,99"
003;06/06/2025;1305096;999999992661310;1;"199,99"
117;02/06/2025;1302988;999999991859147;1;"49,99"
117;02/06/2025;1302988;999999992575833;1;"399,99"
117;02/06/2025;1302988;999999992596468;1;"279,99"
306;04/06/2025;1303843;999999992494416;-1;"7,99"
306;04/06/2025;1303843;999999992494417;-1;"7,99"
367;06/06/2025;1304858;999999992596954;1;"69,99"
367;06/06/2025;1304858;999999992669232;1;"189,99"
367;06/06/2025;1304858;999999992524921;1;"149,99"
367;06/06/2025;1304858;999999992652922;1;"139,99"
367;06/06/2025;1304858;999999992633410;1;"219,99"
367;06/06/2025;1304858;999999992574146;1;"129,99"
367;06/06/2025;1304858;999999992533200;1;"129,99"
367;06/06/2025;1304858;999999992637218;1;"149,99"
367;06/06/2025;1304858;999999992637216;1;"149,99"
367;06/06/2025;1304858;999999992622955;1;"169,99"
367;06/06/2025;1304858;999999992616786;1;"259,99"
367;06/06/2025;1304858;999999992615454;2;"99,99"
367;06/06/2025;1304858;999999992531672;1;"169,99"
367;06/06/2025;1304858;999999992661472;1;"89,99"
367;06/06/2025;1304858;999999992527102;1;"139,99"
367;06/06/2025;1304858;999999992533201;1;"129,99"
367;06/06/2025;1304858;999999992541718;1;"109,99"
367;06/06/2025;1304858;999999992573859;1;"119,99"
367;06/06/2025;1304858;999999992583768;1;"119,99"
367;06/06/2025;1304858;999999992583769;1;"119,99"
367;06/06/2025;1304858;999999992590074;1;"89,99"
367;06/06/2025;1304858;999999992590154;1;"119,99"
367;06/06/2025;1304858;999999992590204;1;"99,99"
367;06/06/2025;1304858;999999992590259;1;"89,99"
367;06/06/2025;1304858;999999992592672;2;"89,99"
367;06/06/2025;1304858;999999992600986;1;"129,99"
367;06/06/2025;1304858;999999992600998;1;"129,99"
367;06/06/2025;1304858;999999992621320;1;"229,99"
367;06/06/2025;1304858;999999992621322;2;"229,99"
367;06/06/2025;1304858;999999992628759;1;"89,99"
367;06/06/2025;1304858;999999992630385;1;"129,99"
367;06/06/2025;1304858;999999992638662;1;"179,99"
367;06/06/2025;1304858;999999992640096;1;"179,99"
367;06/06/2025;1304858;999999992652903;1;"249,99"
306;04/06/2025;1303844;999999992625019;1;"59,99"
306;04/06/2025;1303844;999999992542361;1;"179,99"
306;04/06/2025;1303844;999999992625020;1;"59,99"
349;05/06/2025;1304566;999999992479121;1;"199,99"
349;05/06/2025;1304566;999999992629959;1;"129,99"
349;05/06/2025;1304566;999999992648728;1;"149,99"
349;05/06/2025;1304566;999999992648730;1;"149,99"
004;02/06/2025;1302887;999999992642723;1;
004;02/06/2025;1302892;999999992643342;1;"179,99"
003;02/06/2025;1302833;999999992600149;1;"299,99"
003;02/06/2025;1302833;999999992457364;1;"79,99"
211;02/06/2025;1302943;999999992445647;1;"9,99"
211;02/06/2025;1302943;999999992320311;1;"14,99"
211;02/06/2025;1302943;999999992109573;1;"29,99"
211;02/06/2025;1302943;999999992358001;1;"29,99"
211;02/06/2025;1302943;999999990743171;1;"39,99"
211;02/06/2025;1302943;999999992119407;1;"3,99"
211;02/06/2025;1302943;999999992140263;1;"26,99"
211;02/06/2025;1302943;999999992140264;1;"26,99"
211;02/06/2025;1302943;999999992141926;1;"29,99"
211;02/06/2025;1302943;999999992200169;2;"26,99"
211;02/06/2025;1302943;999999992223517;1;"29,99"
211;02/06/2025;1302943;999999992512531;1;"19,99"
211;02/06/2025;1302943;999999992568873;1;"29,99"
211;02/06/2025;1302943;999999992573238;1;"9,99"
022;06/06/2025;1304994;999999992068611;1;"299,99"
022;06/06/2025;1304994;999999992534780;1;"299,99"
001;03/06/2025;1303163;999999992488366;1;"59,99"
001;03/06/2025;1303163;999999992447144;1;"59,99"
